,date,predicted_avg_price_goog
0,2025-10-16,218.5753504037539
1,2025-10-17,215.7244995451065
2,2025-10-18,212.6721159791396
3,2025-10-19,210.08183754446875
4,2025-10-20,208.10191012942872
5,2025-10-21,206.76584798873594
6,2025-10-22,205.96521625282097
